coral_id,bouyantweight_g,bouyantweight_redo_if_applicable,temp_c,date,group,air_temp_c,air_weight_g,fresh_temp_c,fresh_weight_g,salt_temp_c,salt_weight_g,salinity_ppt,density_aragonite,density_stopper,density_sw,vol_coral_cm3,dry_mass_coral_g
59,5.196,NA,23,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.7271387237099387,7.990516460470121
69,4.709,NA,23.1,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.4715350750481333,7.2415977698910305
49,5.948,NA,23.1,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.121828546694903,9.146957641816066
25,6.141,NA,23.1,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.2231252698812036,9.443757040751928
5,10.408,NA,23.1,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,5.462675103228068,16.005638052458238
85,6.408,NA,23.1,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.3632611511803865,9.854355172958533
52,4.263,NA,23.1,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.237450419394817,6.555729728826814
15,5.317,NA,23.2,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.790645995759381,8.176592767574988
26,5.063,NA,23.2,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.6573332098043534,7.785986304726756
103,6.021,NA,23.2,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.160142851319773,9.259218554366935
41,6.546,NA,23.2,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.4356909325260316,10.066574432301273
57,5.357,NA,23.2,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.811640135279858,8.238105596369985
90,5.477,NA,23.2,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.8746225538412884,8.422644082754976
9,5.771,NA,23.2,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.028929479316793,8.874763374398205
87,4.607,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.418000019270918,7.08474005646379
104,7.759,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,4.072338213484491,11.931950965509559
19,5.024,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.6368639237718883,7.726011296651633
106,6.519,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.4215198883497098,10.02505327286465
7,8.102,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,4.252362959872579,12.459423472426659
74,5.415,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.8420816375845495,8.32729919812273
63,4.897,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.5702075307943746,7.530708065227518
81,6.228,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.2687875233382404,9.577547443381045
32,7.186,NA,23.3,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.7715971648536604,11.050779693021225
23,4.899,NA,23.4,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.5712572377703986,7.533783706667268
56,5.547,NA,23.4,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.9113622980021225,8.530291533146219
51,4.987,NA,23.4,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.6174443447154476,7.669111930016262
97,7.255,NA,23.4,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.807812055526483,11.156889322692596
76,6.329,NA,23.4,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.3217977256274445,9.732867336088413
46,5.487,NA,23.5,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.8798710887214076,8.438022289953725
92,5.077,NA,23.5,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.66468115863652,7.8075157948050045
24,5.094,NA,23.5,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.673603667932723,7.833658747042878
43,7.163,NA,23.5,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.7595255346293865,11.015409816464103
98,7.449,NA,23.5,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.9096336322007956,11.455226542348331
18,5.98,NA,23.5,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.1386238583112847,9.196167904852064
58,4.358,NA,23.6,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,2.287311500755949,6.701822697214931
3,6.472,NA,23.7,20230613,1,23.7,47.334,22.5,26.172,22.8,25.573,31.9,2.93,2.228916501275872,1.0247063840846802,3.3968517744131494,9.9527756990305285
68,4.659,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.443263743373613,7.158762768084686
91,6.441,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.3777767269949432,9.896885810095185
11,5.877,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.0820049409329733,9.030274476933613
29,5.857,NA,26.3,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.071516579725102,8.99954357859455
78,5.98,NA,26.3,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.1360200011535104,9.188538603379786
77,4.859,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.5481473554523255,7.466071751475314
101,4.889,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.563879897264133,7.51216809898391
62,4.782,NA,26.3,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.507767164802021,7.347757792869922
67,6.019,NA,26.3,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.1564723055088595,9.248463855140958
37,6.23,6.241,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.2671245162519016,9.572674832618072
42,6.302,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.3048826166002376,9.683306066638696
75,6.511,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.4144859912224925,10.004443954281903
34,5.527,NA,26.3,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.898458619795226,8.492483756000013
54,4.713,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.4715823186348653,7.241736193600156
16,7.345,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.8518506535907244,11.285922415020822
108,5.361,NA,26.3,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.8114052217698946,8.237417299785792
20,5.04,NA,26.2,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.643067024383561,7.744186381443834
12,6.911,NA,26.3,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.624253215379918,10.61906192106316
45,6.967,NA,26.4,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.6536206267619575,10.705108436412536
84,6.122,NA,26.4,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.210487365729396,9.406727981587132
33,5.085,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.666665837101271,7.813330902706724
73,6.188,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.2450989577153715,9.50813994610604
50,6.625,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.474269650107359,10.179610074814562
47,5.405,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.8344796164272115,8.30502527613173
70,5.196,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.7248762418049566,7.983887388488523
55,5.692,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.984987599760164,8.746013667297282
2,8.263,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,4.333266433032016,12.696470648783807
99,5.863,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.0746630880874637,9.00876284809627
60,5.7,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.989182944243313,8.758306026632907
28,5.69,NA,26.5,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.9839387636393773,8.742940577463376
89,5.571,NA,26.6,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.921533014452543,8.5600917323459509
96,6.618,NA,26.6,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.470598723684604,10.168854260395891
17,4.979,NA,26.7,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.6110775226995533,7.650457141509691
94,7.232,NA,26.7,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.792591412766252,11.11229283940512
14,6.432,NA,26.7,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,3.3730569644514015,9.883056905842606
35,4.674,NA,26.7,20230614,2,26.9,47.237,25.7,26.165,26.1,25.602,31.5,2.93,2.233849207479119,1.023124406795748,2.4511300142795167,7.181810941838984
1,7.685,NA,25.7,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,4.030559291533114,11.809538724192025
82,5.017,NA,25.7,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.6312707827744486,7.709623393529135
107,4.549,NA,25.7,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.385818375690844,6.9904478407741735
64,4.566,NA,25.7,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.3947343819310607,7.0165717390580085
105,7.601,NA,25.8,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.9865037312873395,11.680455932671906
6,6.406,NA,25.8,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.359760939695658,9.844099553308277
102,5.033,NA,25.8,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.639662318059358,7.734210591913919
4,7.828,NA,25.8,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,4.105558638141994,12.029286809756043
27,6.377,NA,25.8,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.3445512819917593,9.799535256235856
71,6.292,NA,25.9,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.2999712507906773,9.668915764816685
22,5.395,NA,25.9,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.829520803880436,8.290495955369678
44,6.205,NA,25.9,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.254342277678982,9.535222873599418
88,5.462,NA,25.9,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.864660357885995,8.393454848605966
83,5.629,NA,25.9,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.9522470074222382,8.65008373174716
65,5.688,NA,26,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.983190793785342,8.740749025791052
38,5.311,NA,26,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.785465243634661,8.161413163849558
53,4.96,NA,26,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.601375938321958,7.622031499283337
21,5.064,NA,26,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.6559209176738703,7.78184828878444
13,5.247,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.751899102495023,8.063064370310418
30,6.438,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.376544010265477,9.893273950077848
48,5.678,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.977946084232274,8.725382026800563
36,6.247,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.276370057801869,9.599764269359477
39,5.473,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.87042953839437,8.410358547495505
80,6.578,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.4499699440084357,10.108411935944718
10,6.332,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.320950089002951,9.730383760778647
79,5.486,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.8772476608133593,8.430335646183144
40,8.592,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,4.506254447996424,13.203325532629524
100,5.482,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.875149776992132,8.424188846586947
61,4.512,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.3664129503444906,6.933589944509358
93,6.064,NA,26.3,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.1803918729807164,9.3185481878335
95,6.646,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.4856339689693008,10.212907529080052
72,5.398,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.8310942167463566,8.295106055066825
31,6.045,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.1704269248298864,9.289350889751567
66,6.456,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.3859844874610006,9.920934548260732
8,4.806,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,2.5206074112047037,7.385379714829782
86,6.196,NA,26.4,20230615,3,25.4,47.348,25.7,26.167,26.3,25.597,32.3,2.93,2.227575751853076,1.023316722534347,3.24962203908122,9.521392574507976
